id,question,label
32082,Is the 2nd email body small?,1
32083,Is the 2nd email body small?,1
32084,Is the 1st email body large?,1
32085,Is the 1st email body large?,0
32086,Is the 2nd email body medium?,0
32087,Is the 3rd email body medium?,1
32088,Is the 1st email body large?,0
32089,Is the 2nd email body large?,0
32090,Is the 1st email body large?,0
32091,Is the 1st email body medium?,1
32092,Is the 2nd email body medium?,1
32093,Is the 2nd email body medium?,0
32094,Is the 2nd email body medium?,1
32095,Is the 2nd email body large?,0
32096,Is the 2nd email body small?,1
32097,Is the 3rd email body small?,1
32098,Is the 3rd email body medium?,1
32099,Is the 2nd email body medium?,0
32100,Is the 3rd email body small?,1
32101,Is the 2nd email body large?,0
32102,Is the 2nd email body large?,1
32103,Is the 2nd email body medium?,0
32104,Is the 2nd email body large?,0
32105,Is the 2nd email body small?,1
32106,Is the 3rd email body medium?,1
32107,Is the 1st email body large?,1
32108,Is the 2nd email body large?,1
32109,Is the 2nd email body small?,0
32110,Is the 1st email body large?,0
32111,Is the 3rd email body large?,1
32112,Is the 1st email body large?,0
32113,Is the 2nd email body small?,0
32114,Is the 2nd email body large?,1
32115,Is the 3rd email body large?,1
32116,Is the 2nd email body small?,1
32117,Is the 3rd email body large?,1
32118,Is the 1st email body small?,0
32119,Is the 2nd email body medium?,1
32120,Is the 3rd email body small?,1
32121,Is the 3rd email body small?,0
32122,Is the 2nd email body large?,0
32123,Is the 3rd email body medium?,0
32124,Is the 1st email body medium?,1
32125,Is the 1st email body small?,1
32126,Is the 2nd email body large?,1
32127,Is the 2nd email body large?,1
32128,Is the 3rd email body medium?,1
32129,Is the 1st email body medium?,0
32130,Is the 2nd email body medium?,0
32131,Is the 2nd email body small?,1
32132,Is the 3rd email body medium?,0
32133,Is the 1st email body small?,1
32134,Is the 2nd email body medium?,0
32135,Is the 3rd email body large?,1
32136,Is the 2nd email body medium?,0
32137,Is the 1st email body large?,0
32138,Is the 3rd email body small?,1
32139,Is the 3rd email body medium?,1
32140,Is the 2nd email body large?,1
32141,Is the 2nd email body small?,0
32142,Is the 2nd email body large?,1
32143,Is the 3rd email body large?,0
32144,Is the 2nd email body large?,0
32145,Is the 1st email body small?,0
32146,Is the 3rd email body small?,1
32147,Is the 1st email body large?,1
32148,Is the 1st email body small?,1
32149,Is the 1st email body medium?,0
32150,Is the 2nd email body small?,1
32151,Is the 3rd email body medium?,1
32152,Is the 2nd email body medium?,0
32153,Is the 1st email body medium?,0
32154,Is the 3rd email body small?,0
32155,Is the 1st email body medium?,0
32156,Is the 2nd email body large?,0
32157,Is the 1st email body large?,1
32158,Is the 2nd email body small?,0
32159,Is the 1st email body medium?,1
32160,Is the 1st email body large?,0
32161,Is the 3rd email body medium?,1
32162,Is the 1st email body large?,0
32163,Is the 2nd email body small?,0
32164,Is the 1st email body medium?,1
32165,Is the 2nd email body large?,1
32166,Is the 3rd email body small?,0
32167,Is the 2nd email body large?,1
32168,Is the 1st email body small?,1
32169,Is the 3rd email body large?,1
32170,Is the 2nd email body small?,0
32171,Is the 2nd email body large?,0
32172,Is the 2nd email body large?,1
32173,Is the 3rd email body large?,1
32174,Is the 2nd email body small?,1
32175,Is the 2nd email body small?,0
32176,Is the 2nd email body medium?,0
32177,Is the 1st email body medium?,0
32178,Is the 2nd email body large?,0
32179,Is the 3rd email body large?,1
32180,Is the 3rd email body medium?,0
32181,Is the 3rd email body small?,0
32182,Is the 1st email body medium?,1
32183,Is the 2nd email body large?,1
32184,Is the 2nd email body large?,0
32185,Is the 3rd email body medium?,1
32186,Is the 2nd email body small?,0
32187,Is the 3rd email body medium?,1
32188,Is the 2nd email body medium?,1
32189,Is the 1st email body small?,1
32190,Is the 1st email body small?,0
32191,Is the 3rd email body large?,1
32192,Is the 3rd email body small?,0
32193,Is the 2nd email body medium?,1
32194,Is the 1st email body large?,1
32195,Is the 1st email body small?,1
32196,Is the 3rd email body medium?,0
32197,Is the 3rd email body medium?,0
32198,Is the 1st email body medium?,1
32199,Is the 2nd email body large?,1
32200,Is the 3rd email body small?,1
32201,Is the 2nd email body small?,0
32202,Is the 2nd email body small?,0
32203,Is the 2nd email body small?,1
32204,Is the 1st email body large?,1
32205,Is the 2nd email body large?,0
32206,Is the 3rd email body small?,1
32207,Is the 3rd email body small?,0
32208,Is the 3rd email body medium?,0
32209,Is the 1st email body medium?,1
32210,Is the 3rd email body small?,1
32211,Is the 2nd email body medium?,1
32212,Is the 1st email body medium?,0
32213,Is the 1st email body small?,1
32214,Is the 1st email body small?,1
32215,Is the 1st email body large?,1
32216,Is the 2nd email body large?,1
32217,Is the 2nd email body small?,0
32218,Is the 2nd email body large?,1
32219,Is the 2nd email body medium?,0
32220,Is the 1st email body small?,1
32221,Is the 1st email body medium?,1
32222,Is the 3rd email body small?,0
32223,Is the 2nd email body medium?,0
32224,Is the 3rd email body small?,1
32225,Is the 3rd email body small?,1
32226,Is the 1st email body small?,0
32227,Is the 2nd email body small?,0
32228,Is the 3rd email body medium?,1
32229,Is the 2nd email body small?,0
32230,Is the 3rd email body small?,1
32231,Is the 1st email body small?,1
32232,Is the 2nd email body large?,0
32233,Is the 1st email body large?,1
32234,Is the 3rd email body small?,0
32235,Is the 1st email body large?,1
32236,Is the 3rd email body medium?,0
32237,Is the 1st email body small?,0
32238,Is the 1st email body large?,1
32239,Is the 2nd email body large?,0
32240,Is the 1st email body medium?,0
32241,Is the 2nd email body small?,1
32242,Is the 2nd email body large?,1
32243,Is the 1st email body large?,0
32244,Is the 1st email body large?,1
32245,Is the 2nd email body large?,0
32246,Is the 3rd email body large?,1
32247,Is the 3rd email body medium?,0
32248,Is the 2nd email body large?,1
32249,Is the 2nd email body large?,0
32250,Is the 2nd email body small?,1
32251,Is the 1st email body small?,1
32252,Is the 2nd email body small?,1
32253,Is the 2nd email body small?,1
32254,Is the 1st email body small?,0
32255,Is the 1st email body small?,1
32256,Is the 2nd email body medium?,1
32257,Is the 1st email body small?,0
32258,Is the 1st email body medium?,1
32259,Is the 3rd email body large?,0
32260,Is the 1st email body medium?,0
32261,Is the 1st email body medium?,0
32262,Is the 2nd email body medium?,0
32263,Is the 1st email body large?,0
32264,Is the 2nd email body small?,0
32265,Is the 2nd email body small?,1
32266,Is the 3rd email body small?,0
32267,Is the 3rd email body medium?,1
32268,Is the 1st email body small?,1
32269,Is the 3rd email body large?,1
32270,Is the 3rd email body medium?,0
32271,Is the 2nd email body large?,1
32272,Is the 1st email body small?,0
32273,Is the 2nd email body small?,1
32274,Is the 3rd email body medium?,1
32275,Is the 1st email body small?,0
32276,Is the 3rd email body large?,1
32277,Is the 3rd email body medium?,0
32278,Is the 2nd email body small?,1
32279,Is the 2nd email body medium?,1
32280,Is the 1st email body small?,1
32281,Is the 3rd email body large?,0
32282,Is the 1st email body large?,0
32283,Is the 1st email body medium?,1
32284,Is the 3rd email body medium?,1
32285,Is the 3rd email body large?,1
32286,Is the 2nd email body small?,0
32287,Is the 1st email body large?,0
32288,Is the 2nd email body medium?,1
32289,Is the 2nd email body large?,0
32290,Is the 2nd email body medium?,0
32291,Is the 1st email body medium?,1
32292,Is the 3rd email body small?,1
32293,Is the 2nd email body large?,0
32294,Is the 2nd email body large?,0
32295,Is the 2nd email body small?,1
32296,Is the 1st email body medium?,1
32297,Is the 1st email body medium?,1
32298,Is the 1st email body large?,0
32299,Is the 2nd email body small?,0
32300,Is the 3rd email body large?,0
32301,Is the 2nd email body medium?,0
32302,Is the 1st email body large?,0
32303,Is the 2nd email body large?,0
32304,Is the 1st email body small?,1
32305,Is the 1st email body large?,1
32306,Is the 1st email body large?,0
32307,Is the 3rd email body medium?,0
32308,Is the 2nd email body medium?,0
32309,Is the 1st email body small?,0
32310,Is the 3rd email body medium?,1
32311,Is the 2nd email body large?,1
32312,Is the 1st email body small?,1
32313,Is the 2nd email body large?,0
32314,Is the 1st email body small?,1
32315,Is the 1st email body small?,1
32316,Is the 2nd email body medium?,1
32317,Is the 2nd email body medium?,0
32318,Is the 3rd email body small?,0
32319,Is the 2nd email body large?,1
32320,Is the 2nd email body small?,0
32321,Is the 1st email body small?,1
32322,Is the 2nd email body medium?,0
32323,Is the 3rd email body large?,1
32324,Is the 3rd email body small?,1
32325,Is the 3rd email body medium?,0
32326,Is the 3rd email body large?,1
32327,Is the 3rd email body small?,0
32328,Is the 1st email body small?,1
32329,Is the 3rd email body small?,0
32330,Is the 2nd email body small?,0
32331,Is the 1st email body medium?,0
32332,Is the 1st email body small?,1
32333,Is the 2nd email body small?,0
32334,Is the 2nd email body small?,1
32335,Is the 1st email body large?,1
32336,Is the 3rd email body small?,1
32337,Is the 2nd email body large?,1
32338,Is the 3rd email body small?,0
32339,Is the 1st email body medium?,0
32340,Is the 1st email body small?,0
32341,Is the 2nd email body large?,1
32342,Is the 3rd email body small?,1
32343,Is the 1st email body small?,1
32344,Is the 3rd email body medium?,1
32345,Is the 2nd email body medium?,0
32346,Is the 1st email body medium?,1
32347,Is the 2nd email body medium?,0
32348,Is the 1st email body small?,1
32349,Is the 1st email body small?,1
32350,Is the 3rd email body large?,0
32351,Is the 1st email body large?,0
32352,Is the 1st email body small?,1
32353,Is the 3rd email body large?,0
32354,Is the 2nd email body medium?,1
32355,Is the 3rd email body large?,0
32356,Is the 1st email body small?,1
32357,Is the 3rd email body small?,1
32358,Is the 3rd email body small?,0
32359,Is the 1st email body large?,1
32360,Is the 1st email body medium?,1
32361,Is the 1st email body large?,0
32362,Is the 2nd email body small?,0
32363,Is the 2nd email body small?,0
32364,Is the 3rd email body large?,1
32365,Is the 2nd email body large?,0
32366,Is the 3rd email body large?,1
32367,Is the 2nd email body small?,1
32368,Is the 1st email body small?,0
32369,Is the 1st email body medium?,1
32370,Is the 3rd email body medium?,0
32371,Is the 2nd email body medium?,0
32372,Is the 1st email body medium?,0
32373,Is the 2nd email body small?,0
32374,Is the 3rd email body medium?,1
32375,Is the 3rd email body small?,1
32376,Is the 3rd email body medium?,0
32377,Is the 1st email body large?,0
32378,Is the 1st email body small?,1
32379,Is the 2nd email body large?,0
32380,Is the 2nd email body medium?,1
32381,Is the 3rd email body large?,1
32382,Is the 3rd email body medium?,1
32383,Is the 1st email body medium?,0
32384,Is the 2nd email body medium?,1
32385,Is the 2nd email body large?,0
32386,Is the 1st email body medium?,1
32387,Is the 1st email body large?,0
32388,Is the 1st email body small?,0
32389,Is the 2nd email body medium?,0
32390,Is the 2nd email body medium?,0
32391,Is the 3rd email body large?,1
32392,Is the 3rd email body small?,0
32393,Is the 1st email body small?,1
32394,Is the 1st email body small?,1
32395,Is the 1st email body medium?,0
32396,Is the 3rd email body small?,0
32397,Is the 2nd email body small?,0
32398,Is the 1st email body large?,1
32399,Is the 2nd email body small?,0
32400,Is the 3rd email body medium?,1
32401,Is the 2nd email body medium?,1
32402,Is the 2nd email body large?,0
32403,Is the 2nd email body large?,0
32404,Is the 3rd email body small?,1
32405,Is the 2nd email body small?,0
32406,Is the 2nd email body small?,1
32407,Is the 1st email body small?,1
32408,Is the 2nd email body medium?,0
32409,Is the 2nd email body small?,1
32410,Is the 2nd email body medium?,0
32411,Is the 2nd email body large?,0
32412,Is the 3rd email body large?,1
32413,Is the 2nd email body medium?,1
32414,Is the 1st email body large?,1
32415,Is the 3rd email body large?,1
32416,Is the 2nd email body small?,1
32417,Is the 1st email body large?,0
32418,Is the 3rd email body medium?,0
32419,Is the 3rd email body medium?,1
32420,Is the 3rd email body medium?,0
32421,Is the 2nd email body small?,1
32422,Is the 2nd email body small?,0
32423,Is the 1st email body medium?,0
32424,Is the 1st email body medium?,0
32425,Is the 2nd email body medium?,0
32426,Is the 3rd email body small?,0
32427,Is the 2nd email body medium?,0
32428,Is the 2nd email body small?,0
32429,Is the 1st email body medium?,1
32430,Is the 2nd email body large?,0
32431,Is the 3rd email body large?,0
32432,Is the 2nd email body large?,1
32433,Is the 2nd email body large?,1
32434,Is the 1st email body medium?,0
32435,Is the 3rd email body large?,0
32436,Is the 3rd email body small?,1
32437,Is the 3rd email body large?,0
32438,Is the 3rd email body small?,1
32439,Is the 1st email body small?,1
32440,Is the 1st email body small?,1
32441,Is the 3rd email body small?,0
32442,Is the 3rd email body large?,0
32443,Is the 2nd email body medium?,0
32444,Is the 1st email body small?,0
32445,Is the 3rd email body small?,0
32446,Is the 3rd email body large?,0
32447,Is the 3rd email body large?,0
32448,Is the 2nd email body medium?,0
32449,Is the 3rd email body large?,0
32450,Is the 2nd email body small?,1
32451,Is the 2nd email body large?,1
32452,Is the 2nd email body small?,1
32453,Is the 3rd email body medium?,0
32454,Is the 2nd email body small?,0
32455,Is the 1st email body large?,1
32456,Is the 3rd email body large?,1
32457,Is the 3rd email body large?,1
32458,Is the 3rd email body large?,0
32459,Is the 3rd email body medium?,1
32460,Is the 1st email body small?,1
32461,Is the 2nd email body small?,0
32462,Is the 1st email body large?,0
32463,Is the 3rd email body small?,1
32464,Is the 2nd email body large?,0
32465,Is the 1st email body large?,1
32466,Is the 2nd email body large?,1
32467,Is the 1st email body large?,0
32468,Is the 3rd email body medium?,0
32469,Is the 2nd email body large?,1
32470,Is the 1st email body large?,1
32471,Is the 1st email body medium?,0
32472,Is the 3rd email body small?,0
32473,Is the 3rd email body medium?,0
32474,Is the 2nd email body large?,0
32475,Is the 1st email body small?,0
32476,Is the 1st email body small?,0
32477,Is the 1st email body medium?,0
32478,Is the 3rd email body large?,0
32479,Is the 2nd email body large?,1
32480,Is the 2nd email body small?,0
32481,Is the 3rd email body small?,0
32482,Is the 1st email body large?,0
32483,Is the 2nd email body large?,1
32484,Is the 2nd email body small?,0
32485,Is the 1st email body large?,1
32486,Is the 2nd email body large?,0
32487,Is the 2nd email body large?,1
32488,Is the 2nd email body large?,0
32489,Is the 3rd email body medium?,1
32490,Is the 2nd email body medium?,0
32491,Is the 2nd email body large?,1
32492,Is the 2nd email body medium?,0
32493,Is the 1st email body medium?,1
32494,Is the 3rd email body large?,1
32495,Is the 3rd email body small?,1
32496,Is the 3rd email body large?,0
32497,Is the 1st email body small?,1
32498,Is the 1st email body medium?,0
32499,Is the 3rd email body large?,1
32500,Is the 3rd email body small?,0
32501,Is the 1st email body large?,0
32502,Is the 3rd email body small?,0
32503,Is the 3rd email body small?,0
32504,Is the 3rd email body small?,0
32505,Is the 1st email body medium?,1
32506,Is the 3rd email body small?,0
32507,Is the 1st email body medium?,1
32508,Is the 1st email body large?,0
32509,Is the 3rd email body large?,0
32510,Is the 3rd email body small?,1
32511,Is the 1st email body medium?,0
32512,Is the 1st email body small?,1
32513,Is the 1st email body small?,1
32514,Is the 1st email body large?,1
32515,Is the 2nd email body medium?,0
32516,Is the 2nd email body large?,0
32517,Is the 3rd email body medium?,1
32518,Is the 2nd email body large?,0
32519,Is the 1st email body medium?,0
32520,Is the 1st email body medium?,0
32521,Is the 3rd email body small?,0
32522,Is the 1st email body medium?,0
32523,Is the 2nd email body medium?,0
32524,Is the 1st email body medium?,1
32525,Is the 2nd email body medium?,1
32526,Is the 2nd email body medium?,1
32527,Is the 1st email body small?,1
32528,Is the 2nd email body medium?,0
32529,Is the 2nd email body medium?,0
32530,Is the 2nd email body small?,1
32531,Is the 3rd email body small?,1
32532,Is the 2nd email body small?,1
32533,Is the 2nd email body large?,1
32534,Is the 1st email body large?,1
32535,Is the 1st email body large?,1
32536,Is the 1st email body large?,0
32537,Is the 3rd email body small?,1
32538,Is the 2nd email body medium?,0
32539,Is the 2nd email body medium?,1
32540,Is the 1st email body medium?,1
32541,Is the 2nd email body small?,1
32542,Is the 3rd email body small?,0
32543,Is the 1st email body small?,1
32544,Is the 3rd email body large?,0
32545,Is the 2nd email body medium?,0
32546,Is the 1st email body medium?,1
32547,Is the 2nd email body medium?,0
32548,Is the 1st email body small?,0
32549,Is the 3rd email body small?,1
32550,Is the 3rd email body large?,1
32551,Is the 1st email body large?,0
32552,Is the 3rd email body large?,1
32553,Is the 1st email body medium?,1
32554,Is the 1st email body small?,1
32555,Is the 2nd email body large?,0
32556,Is the 2nd email body large?,0
32557,Is the 1st email body small?,1
32558,Is the 1st email body large?,0
32559,Is the 3rd email body large?,0
32560,Is the 1st email body small?,0
32561,Is the 3rd email body medium?,1
32562,Is the 3rd email body medium?,0
32563,Is the 3rd email body medium?,1
32564,Is the 1st email body large?,1
32565,Is the 2nd email body large?,1
32566,Is the 3rd email body large?,0
32567,Is the 3rd email body medium?,0
32568,Is the 3rd email body medium?,0
32569,Is the 2nd email body medium?,1
32570,Is the 3rd email body small?,1
32571,Is the 1st email body small?,0
32572,Is the 3rd email body medium?,1
32573,Is the 2nd email body small?,1
32574,Is the 2nd email body large?,0
32575,Is the 2nd email body large?,1
32576,Is the 3rd email body large?,0
32577,Is the 2nd email body medium?,1
32578,Is the 2nd email body large?,1
32579,Is the 3rd email body large?,0
32580,Is the 2nd email body small?,0
32581,Is the 3rd email body medium?,0
32582,Is the 1st email body small?,1
32583,Is the 3rd email body medium?,1
32584,Is the 1st email body large?,0
32585,Is the 1st email body small?,0
32586,Is the 3rd email body medium?,0
32587,Is the 1st email body large?,1
32588,Is the 2nd email body small?,1
32589,Is the 2nd email body small?,0
32590,Is the 1st email body medium?,1
32591,Is the 3rd email body medium?,1
32592,Is the 3rd email body small?,1
32593,Is the 1st email body medium?,0
32594,Is the 3rd email body large?,1
32595,Is the 1st email body medium?,1
32596,Is the 3rd email body medium?,1
32597,Is the 3rd email body medium?,0
32598,Is the 3rd email body medium?,0
32599,Is the 1st email body medium?,0
32600,Is the 3rd email body large?,1
32601,Is the 3rd email body medium?,1
32602,Is the 1st email body large?,0
32603,Is the 3rd email body medium?,1
32604,Is the 3rd email body small?,1
32605,Is the 2nd email body medium?,0
32606,Is the 2nd email body medium?,1
32607,Is the 2nd email body large?,1
32608,Is the 1st email body large?,0
32609,Is the 2nd email body small?,0
32610,Is the 2nd email body small?,0
32611,Is the 1st email body medium?,1
32612,Is the 2nd email body large?,1
32613,Is the 2nd email body small?,0
32614,Is the 2nd email body large?,1
32615,Is the 1st email body large?,1
32616,Is the 2nd email body small?,0
32617,Is the 1st email body large?,0
32618,Is the 1st email body medium?,1
32619,Is the 2nd email body small?,0
32620,Is the 2nd email body medium?,1
32621,Is the 3rd email body medium?,0
32622,Is the 3rd email body large?,0
32623,Is the 3rd email body large?,1
32624,Is the 1st email body large?,1
32625,Is the 1st email body large?,1
32626,Is the 1st email body large?,1
32627,Is the 3rd email body medium?,1
32628,Is the 1st email body medium?,0
32629,Is the 1st email body medium?,1
32630,Is the 3rd email body small?,0
32631,Is the 1st email body medium?,0
32632,Is the 1st email body medium?,1
32633,Is the 2nd email body medium?,0
32634,Is the 2nd email body medium?,1
32635,Is the 1st email body small?,0
32636,Is the 1st email body medium?,1
32637,Is the 1st email body small?,1
32638,Is the 2nd email body small?,1
32639,Is the 1st email body medium?,1
32640,Is the 1st email body small?,1
32641,Is the 2nd email body large?,1
32642,Is the 3rd email body medium?,0
32643,Is the 1st email body small?,0
32644,Is the 3rd email body medium?,1
32645,Is the 2nd email body small?,0
32646,Is the 2nd email body large?,0
32647,Is the 1st email body medium?,1
32648,Is the 3rd email body large?,0
32649,Is the 1st email body small?,1
32650,Is the 2nd email body medium?,1
32651,Is the 2nd email body small?,1
32652,Is the 2nd email body large?,0
32653,Is the 3rd email body large?,0
32654,Is the 3rd email body small?,1
32655,Is the 3rd email body large?,0
32656,Is the 1st email body small?,0
32657,Is the 2nd email body medium?,0
32658,Is the 2nd email body large?,0
32659,Is the 1st email body large?,1
32660,Is the 2nd email body medium?,0
32661,Is the 1st email body large?,0
32662,Is the 3rd email body medium?,1
32663,Is the 1st email body small?,1
32664,Is the 1st email body small?,0
32665,Is the 3rd email body large?,0
32666,Is the 1st email body medium?,0
32667,Is the 1st email body medium?,0
32668,Is the 3rd email body large?,1
32669,Is the 2nd email body small?,0
32670,Is the 2nd email body large?,1
32671,Is the 1st email body small?,1
32672,Is the 1st email body medium?,1
32673,Is the 3rd email body small?,0
32674,Is the 3rd email body medium?,0
32675,Is the 1st email body large?,1
32676,Is the 2nd email body small?,0
32677,Is the 2nd email body medium?,1
32678,Is the 1st email body large?,1
32679,Is the 2nd email body large?,1
32680,Is the 3rd email body small?,1
32681,Is the 2nd email body large?,1
32682,Is the 1st email body medium?,0
32683,Is the 2nd email body medium?,0
32684,Is the 3rd email body small?,0
32685,Is the 2nd email body small?,1
32686,Is the 1st email body large?,0
32687,Is the 1st email body small?,1
32688,Is the 1st email body small?,0
32689,Is the 3rd email body large?,1
32690,Is the 2nd email body medium?,1
32691,Is the 1st email body medium?,0
32692,Is the 1st email body large?,1
32693,Is the 2nd email body medium?,0
32694,Is the 3rd email body medium?,0
32695,Is the 3rd email body small?,1
32696,Is the 2nd email body medium?,1
32697,Is the 3rd email body small?,1
32698,Is the 3rd email body small?,1
32699,Is the 2nd email body medium?,1
32700,Is the 2nd email body medium?,1
32701,Is the 2nd email body medium?,1
32702,Is the 2nd email body small?,1
32703,Is the 2nd email body large?,0
32704,Is the 1st email body small?,1
32705,Is the 3rd email body large?,1
32706,Is the 2nd email body medium?,0
32707,Is the 1st email body small?,1
32708,Is the 1st email body small?,0
32709,Is the 2nd email body medium?,0
32710,Is the 2nd email body small?,0
32711,Is the 2nd email body medium?,0
32712,Is the 2nd email body small?,1
32713,Is the 3rd email body large?,0
32714,Is the 3rd email body small?,1
32715,Is the 2nd email body large?,1
32716,Is the 2nd email body large?,1
32717,Is the 3rd email body large?,1
32718,Is the 1st email body large?,1
32719,Is the 1st email body small?,0
32720,Is the 1st email body large?,0
32721,Is the 3rd email body medium?,1
32722,Is the 2nd email body medium?,1
32723,Is the 3rd email body large?,1
32724,Is the 1st email body medium?,0
32725,Is the 2nd email body large?,0
32726,Is the 1st email body large?,1
32727,Is the 1st email body medium?,0
32728,Is the 3rd email body large?,0
32729,Is the 3rd email body large?,0
32730,Is the 1st email body small?,1
32731,Is the 1st email body medium?,0
32732,Is the 3rd email body large?,1
32733,Is the 3rd email body large?,1
32734,Is the 3rd email body large?,0
32735,Is the 3rd email body medium?,1
32736,Is the 3rd email body small?,0
32737,Is the 1st email body medium?,0
32738,Is the 1st email body small?,0
32739,Is the 3rd email body medium?,0
32740,Is the 3rd email body large?,0
32741,Is the 1st email body medium?,0
32742,Is the 1st email body small?,1
32743,Is the 3rd email body small?,0
32744,Is the 3rd email body large?,1
32745,Is the 3rd email body medium?,0
32746,Is the 3rd email body small?,1
32747,Is the 3rd email body small?,0
32748,Is the 1st email body small?,1
32749,Is the 1st email body medium?,0
32750,Is the 3rd email body medium?,1
32751,Is the 3rd email body medium?,1
32752,Is the 1st email body small?,0
32753,Is the 2nd email body medium?,0
32754,Is the 3rd email body small?,0
32755,Is the 1st email body small?,0
32756,Is the 2nd email body large?,0
32757,Is the 3rd email body small?,0
32758,Is the 2nd email body small?,1
32759,Is the 3rd email body small?,1
32760,Is the 2nd email body small?,1
32761,Is the 2nd email body medium?,0
32762,Is the 2nd email body medium?,0
32763,Is the 1st email body large?,1
32764,Is the 2nd email body small?,1
32765,Is the 1st email body medium?,0
32766,Is the 1st email body large?,1
32767,Is the 1st email body small?,1
32768,Is the 2nd email body large?,1
32769,Is the 2nd email body medium?,1
32770,Is the 3rd email body large?,1
32771,Is the 3rd email body medium?,0
32772,Is the 3rd email body medium?,1
32773,Is the 2nd email body medium?,0
32774,Is the 2nd email body small?,0
32775,Is the 3rd email body small?,0
32776,Is the 3rd email body small?,1
32777,Is the 3rd email body large?,0
32778,Is the 3rd email body large?,1
32779,Is the 2nd email body small?,1
32780,Is the 2nd email body large?,0
32781,Is the 2nd email body small?,1
32782,Is the 1st email body medium?,1
32783,Is the 2nd email body small?,1
32784,Is the 3rd email body large?,1
32785,Is the 2nd email body medium?,0
32786,Is the 3rd email body large?,1
32787,Is the 1st email body medium?,1
32788,Is the 1st email body medium?,1
32789,Is the 2nd email body medium?,0
32790,Is the 1st email body large?,1
32791,Is the 3rd email body small?,1
32792,Is the 2nd email body large?,1
32793,Is the 2nd email body small?,1
32794,Is the 3rd email body medium?,0
32795,Is the 2nd email body small?,1
32796,Is the 2nd email body medium?,0
32797,Is the 1st email body large?,1
32798,Is the 2nd email body large?,0
32799,Is the 2nd email body medium?,0
32800,Is the 1st email body medium?,0
32801,Is the 3rd email body large?,0
32802,Is the 3rd email body medium?,1
32803,Is the 3rd email body medium?,1
32804,Is the 1st email body large?,1
32805,Is the 3rd email body small?,0
32806,Is the 3rd email body small?,0
32807,Is the 2nd email body small?,1
32808,Is the 3rd email body medium?,1
32809,Is the 2nd email body small?,0
32810,Is the 3rd email body large?,0
32811,Is the 1st email body medium?,1
32812,Is the 3rd email body medium?,1
32813,Is the 2nd email body large?,0
32814,Is the 3rd email body medium?,1
32815,Is the 1st email body small?,0
32816,Is the 3rd email body medium?,0
32817,Is the 1st email body large?,1
32818,Is the 2nd email body medium?,1
32819,Is the 2nd email body small?,1
32820,Is the 1st email body small?,1
32821,Is the 3rd email body large?,0
32822,Is the 1st email body small?,1
32823,Is the 1st email body small?,0
32824,Is the 1st email body medium?,0
32825,Is the 1st email body medium?,0
32826,Is the 3rd email body medium?,1
32827,Is the 1st email body small?,1
32828,Is the 3rd email body small?,1
32829,Is the 3rd email body large?,1
32830,Is the 1st email body medium?,0
32831,Is the 3rd email body large?,0
32832,Is the 1st email body large?,1
32833,Is the 2nd email body medium?,1
32834,Is the 2nd email body medium?,0
32835,Is the 2nd email body small?,1
32836,Is the 2nd email body medium?,0
32837,Is the 2nd email body small?,0
32838,Is the 3rd email body large?,0
32839,Is the 1st email body small?,0
32840,Is the 3rd email body medium?,1
32841,Is the 1st email body small?,1
32842,Is the 3rd email body large?,1
32843,Is the 3rd email body medium?,1
32844,Is the 2nd email body medium?,0
32845,Is the 2nd email body medium?,1
32846,Is the 3rd email body medium?,0
32847,Is the 1st email body large?,1
32848,Is the 3rd email body small?,1
32849,Is the 3rd email body large?,0
32850,Is the 2nd email body large?,0
32851,Is the 1st email body large?,0
32852,Is the 2nd email body medium?,1
32853,Is the 1st email body small?,1
32854,Is the 3rd email body medium?,1
32855,Is the 1st email body medium?,0
32856,Is the 2nd email body large?,0
32857,Is the 2nd email body small?,0
32858,Is the 2nd email body large?,0
32859,Is the 3rd email body small?,1
32860,Is the 3rd email body large?,1
32861,Is the 3rd email body small?,1
32862,Is the 1st email body large?,0
32863,Is the 1st email body small?,1
32864,Is the 3rd email body medium?,0
32865,Is the 3rd email body small?,0
32866,Is the 2nd email body small?,0
32867,Is the 3rd email body small?,1
32868,Is the 3rd email body small?,1
32869,Is the 3rd email body small?,1
32870,Is the 2nd email body small?,1
32871,Is the 1st email body large?,0
32872,Is the 2nd email body large?,1
32873,Is the 3rd email body medium?,1
32874,Is the 2nd email body large?,1
32875,Is the 1st email body medium?,0
32876,Is the 1st email body medium?,0
32877,Is the 1st email body small?,1
32878,Is the 3rd email body large?,1
32879,Is the 2nd email body large?,1
32880,Is the 2nd email body large?,0
32881,Is the 2nd email body large?,0
32882,Is the 3rd email body medium?,1
32883,Is the 2nd email body small?,0
32884,Is the 1st email body small?,1
32885,Is the 2nd email body medium?,1
32886,Is the 3rd email body large?,1
32887,Is the 2nd email body large?,1
32888,Is the 2nd email body large?,0
32889,Is the 3rd email body large?,0
32890,Is the 1st email body small?,1
32891,Is the 1st email body large?,0
32892,Is the 3rd email body large?,0
32893,Is the 3rd email body large?,1
32894,Is the 2nd email body small?,0
32895,Is the 2nd email body medium?,0
32896,Is the 2nd email body medium?,1
32897,Is the 3rd email body small?,1
32898,Is the 3rd email body small?,0
32899,Is the 3rd email body small?,1
32900,Is the 1st email body large?,1
32901,Is the 1st email body large?,1
32902,Is the 3rd email body small?,1
32903,Is the 2nd email body large?,0
32904,Is the 3rd email body small?,1
